메이커,모델,스펙,배기량,기통,변속기,연료,CITY연비,HWY연비,CO2배출량
AUDI,A4,COMPACT,2.0,4.0,MT,고급유,9.3,13.3,214.0
AUDI,A4,,2.0,4.0,MT,고급유,9.3,13.3,214.0
AUDI,R8,TWO_SEATER,4.2,8.0,MT,고급유,4.7,7.5,407.0
AUDI,R8,TWO_SEATER,5.2,10.0,MT,고급유,4.7,7.2,409.0
AUDI,R8,TWO_SEATER,4.2,8.0,MT,고급유,4.7,7.5,407.0
AUDI,R8,TWO_SEATER,5.2,10.0,MT,고급유,4.7,7.2,409.0
AUDI,S4,COMPACT,3.0,6.0,MT,고급유,6.8,10.2,285.0
AUDI,S5,SUBCOMPACT,3.0,6.0,MT,고급유,6.8,10.2,285.0
AUDI,A4,COMPACT,2.0,4.0,MT,고급유,9.4,13.7,209.0
AUDI,A5,SUBCOMPACT,2.0,4.0,MT,고급유,9.4,13.7,209.0
AUDI,R8,TWO_SEATER,4.2,8.0,MT,고급유,4.9,8.5,382.0
AUDI,R8,TWO_SEATER,5.2,10.0,MT,고급유,5.0,8.3,377.0
AUDI,R8,TWO_SEATER,4.2,8.0,MT,고급유,4.9,8.5,382.0
AUDI,R8,TWO_SEATER,5.2,10.0,MT,고급유,5.0,8.3,377.0
AUDI,S4,COMPACT,3.0,6.0,MT,고급유,7.2,11.1,269.0
AUDI,S5,SUBCOMPACT,3.0,6.0,MT,고급유,7.2,11.1,269.0
AUDI,A4,COMPACT,2.0,4.0,MT,고급유,9.4,13.7,214.0
AUDI,A5,SUBCOMPACT,2.0,4.0,MT,고급유,9.4,13.7,214.0
AUDI,S4,COMPACT,3.0,6.0,MT,고급유,7.2,11.1,273.0
AUDI,S5,SUBCOMPACT,3.0,6.0,MT,고급유,7.2,11.1,273.0
AUDI,A4,COMPACT,2.0,4.0,MT,고급유,10.1,14.3,204.0
AUDI,A5,SUBCOMPACT,2.0,4.0,MT,고급유,9.6,13.7,210.0
AUDI,S5,SUBCOMPACT,3.0,6.0,MT,고급유,7.2,11.1,273.0
AUDI,A4,COMPACT,2.0,4.0,MT,고급유,10.1,14.1,204.0
AUDI,A5,SUBCOMPACT,2.0,4.0,MT,고급유,10.1,14.1,204.0
BMW,320I,COMPACT,2.0,4.0,MT,고급유,9.6,14.9,200.0
BMW,328I,COMPACT,2.0,4.0,MT,고급유,9.6,14.9,200.0
BMW,335I,COMPACT,3.0,6.0,MT,고급유,8.5,12.7,230.0
BMW,335I,COMPACT,3.0,6.0,MT,고급유,8.4,12.0,237.0
BMW,428I,COMPACT,2.0,4.0,MT,고급유,9.6,14.9,200.0
BMW,435I,COMPACT,3.0,6.0,MT,고급유,8.5,12.7,230.0
BMW,435I,COMPACT,3.0,6.0,MT,고급유,8.4,12.0,237.0
BMW,M5,MID_SIZE,4.4,8.0,MT,고급유,6.2,9.2,317.0
BMW,M6,SUBCOMPACT,4.4,8.0,MT,고급유,6.2,9.2,317.0
BMW,M6,COMPACT,4.4,8.0,MT,고급유,6.2,9.2,317.0
BMW,Z4,TWO_SEATER,2.0,4.0,MT,고급유,9.6,14.9,200.0
BMW,Z4,TWO_SEATER,3.0,6.0,MT,고급유,7.9,11.1,253.0
BMW,228I,SUBCOMPACT,2.0,4.0,MT,고급유,9.3,14.5,207.0
BMW,320I,COMPACT,2.0,4.0,MT,고급유,9.3,14.5,207.0
BMW,328I,COMPACT,2.0,4.0,MT,고급유,9.3,14.5,207.0
BMW,335I,COMPACT,3.0,6.0,MT,고급유,8.7,12.8,225.0
BMW,335I,COMPACT,3.0,6.0,MT,고급유,8.3,12.0,237.0
BMW,428I,COMPACT,2.0,4.0,MT,고급유,9.3,14.5,207.0
BMW,428I,COMPACT,2.0,4.0,MT,고급유,9.2,14.7,207.0
BMW,435I,COMPACT,3.0,6.0,MT,고급유,8.7,12.8,225.0
BMW,435I,COMPACT,3.0,6.0,MT,고급유,8.3,12.0,237.0
BMW,M235I,SUBCOMPACT,3.0,6.0,MT,고급유,8.1,11.1,248.0
BMW,M235I,SUBCOMPACT,3.0,6.0,MT,고급유,8.4,11.8,239.0
BMW,M3,COMPACT,3.0,6.0,MT,고급유,7.3,11.1,267.0
BMW,M4,SUBCOMPACT,3.0,6.0,MT,고급유,7.1,11.1,271.0
BMW,M4,COMPACT,3.0,6.0,MT,고급유,7.3,11.1,267.0
BMW,M5,MID_SIZE,4.4,8.0,MT,고급유,6.2,9.3,315.0
BMW,M6,SUBCOMPACT,4.4,8.0,MT,고급유,6.2,9.3,315.0
BMW,M6,COMPACT,4.4,8.0,MT,고급유,6.2,9.3,315.0
BMW,M6,COMPACT,4.4,8.0,MT,고급유,6.2,9.3,315.0
BMW,Z4,TWO_SEATER,2.0,4.0,MT,고급유,9.3,14.5,207.0
BMW,Z4,TWO_SEATER,3.0,6.0,MT,고급유,7.9,11.1,253.0
BMW,228I,SUBCOMPACT,2.0,4.0,MT,고급유,9.3,14.3,211.0
BMW,320I,COMPACT,2.0,4.0,MT,고급유,9.3,14.3,211.0
BMW,340I,COMPACT,3.0,6.0,MT,고급유,8.6,12.8,231.0
BMW,340I,COMPACT,3.0,6.0,MT,고급유,8.4,12.0,241.0
BMW,428I,COMPACT,2.0,4.0,MT,고급유,9.3,14.3,211.0
BMW,428I,COMPACT,2.0,4.0,MT,고급유,9.2,14.7,210.0
BMW,435I,COMPACT,3.0,6.0,MT,고급유,8.3,11.9,246.0
BMW,435I,COMPACT,3.0,6.0,MT,고급유,8.1,11.9,247.0
BMW,M2,SUBCOMPACT,3.0,6.0,MT,고급유,7.9,10.9,260.0
BMW,M235I,SUBCOMPACT,3.0,6.0,MT,고급유,8.4,11.6,245.0
BMW,M235I,SUBCOMPACT,3.0,6.0,MT,고급유,8.3,11.9,246.0
BMW,M3,COMPACT,3.0,6.0,MT,고급유,7.3,11.1,271.0
BMW,M4,SUBCOMPACT,3.0,6.0,MT,고급유,7.1,11.1,278.0
BMW,M4,COMPACT,3.0,6.0,MT,고급유,7.3,11.1,271.0
BMW,M5,MID_SIZE,4.4,8.0,MT,고급유,6.2,9.2,321.0
BMW,M6,COMPACT,4.4,8.0,MT,고급유,6.2,9.2,321.0
BMW,M6,SUBCOMPACT,4.4,8.0,MT,고급유,6.2,9.2,321.0
BMW,M6,COMPACT,4.4,8.0,MT,고급유,6.2,9.2,321.0
BMW,Z4,TWO_SEATER,2.0,4.0,MT,고급유,9.3,14.3,211.0
BMW,230I,SUBCOMPACT,2.0,4.0,MT,고급유,9.0,13.7,219.0
BMW,320I,COMPACT,2.0,4.0,MT,고급유,9.8,14.9,202.0
BMW,340I,COMPACT,3.0,6.0,MT,고급유,8.2,12.2,242.0
BMW,340I,COMPACT,3.0,6.0,MT,고급유,8.2,11.8,246.0
BMW,440I,COMPACT,3.0,6.0,MT,고급유,8.2,12.2,242.0
BMW,440I,COMPACT,3.0,6.0,MT,고급유,8.2,11.8,246.0
BMW,M2,SUBCOMPACT,3.0,6.0,MT,고급유,7.6,10.9,267.0
BMW,M240I,SUBCOMPACT,3.0,6.0,MT,고급유,8.2,12.2,242.0
BMW,M240I,SUBCOMPACT,3.0,6.0,MT,고급유,8.0,11.9,250.0
BMW,M3,COMPACT,3.0,6.0,MT,고급유,7.3,11.0,273.0
BMW,M4,SUBCOMPACT,3.0,6.0,MT,고급유,7.3,11.0,273.0
BMW,M4,COMPACT,3.0,6.0,MT,고급유,7.3,11.0,273.0
BMW,M6,COMPACT,4.4,8.0,MT,고급유,6.2,9.2,324.0
BMW,M6,SUBCOMPACT,4.4,8.0,MT,고급유,6.2,9.2,324.0
BMW,M6,COMPACT,4.4,8.0,MT,고급유,6.2,9.2,324.0
BMW,230I,SUBCOMPACT,2.0,4.0,MT,고급유,9.0,13.7,219.0
BMW,340I,COMPACT,3.0,6.0,MT,고급유,8.3,12.3,240.0
BMW,340I,COMPACT,3.0,6.0,MT,고급유,8.2,11.9,245.0
BMW,440I,COMPACT,3.0,6.0,MT,고급유,8.3,12.3,240.0
BMW,440I,COMPACT,3.0,6.0,MT,고급유,8.2,11.9,245.0
BMW,M2,SUBCOMPACT,3.0,6.0,MT,고급유,7.6,10.9,267.0
BMW,M240I,SUBCOMPACT,3.0,6.0,MT,고급유,7.9,11.5,255.0
BMW,M240I,SUBCOMPACT,3.0,6.0,MT,고급유,8.0,11.9,249.0
BMW,M3,COMPACT,3.0,6.0,MT,고급유,7.4,10.8,273.0
BMW,M4,SUBCOMPACT,3.0,6.0,MT,고급유,7.2,10.6,280.0
BMW,M4,COMPACT,3.0,6.0,MT,고급유,7.4,10.8,273.0
BMW,M6,SUBCOMPACT,4.4,8.0,MT,고급유,6.2,9.2,324.0
BMW,M6,SUBCOMPACT,4.4,8.0,MT,고급유,6.2,9.2,324.0
BMW,M6,COMPACT,4.4,8.0,MT,고급유,6.2,9.2,324.0
BMW,440I,COMPACT,3.0,6.0,MT,고급유,7.8,11.4,256.0
BMW,440I,COMPACT,3.0,6.0,MT,고급유,7.7,11.8,256.0
BMW,M2,SUBCOMPACT,3.0,6.0,MT,고급유,7.5,10.4,273.0
BMW,M240I,SUBCOMPACT,3.0,6.0,MT,고급유,7.8,11.4,256.0
BMW,M240I,SUBCOMPACT,3.0,6.0,MT,고급유,7.8,11.4,256.0
BMW,M240I,SUBCOMPACT,3.0,6.0,MT,고급유,7.8,11.4,256.0
BMW,M4,SUBCOMPACT,3.0,6.0,MT,고급유,7.2,10.6,280.0
BMW,M4,SUBCOMPACT,3.0,6.0,MT,고급유,7.2,10.6,280.0
BMW,M4,COMPACT,3.0,6.0,MT,고급유,7.5,10.4,273.0
BMW,M4,COMPACT,3.0,6.0,MT,고급유,7.5,10.4,273.0
BMW,440I,COMPACT,3.0,6.0,MT,고급유,7.7,11.8,257.0
BMW,M2,SUBCOMPACT,3.0,6.0,MT,고급유,7.5,10.4,273.0
BMW,M240I,SUBCOMPACT,3.0,6.0,MT,고급유,7.9,11.4,255.0
BMW,M240I,SUBCOMPACT,3.0,6.0,MT,고급유,7.9,11.4,255.0
BMW,M240I,SUBCOMPACT,3.0,6.0,MT,고급유,7.9,11.4,255.0
BMW,M4,SUBCOMPACT,3.0,6.0,MT,고급유,7.2,10.6,280.0
BMW,M4,SUBCOMPACT,3.0,6.0,MT,고급유,7.2,10.6,280.0
BMW,M4,COMPACT,3.0,6.0,MT,고급유,7.5,10.4,273.0
BMW,M4,COMPACT,3.0,6.0,MT,고급유,7.5,10.4,273.0
CHEVROLET,CAMARO,COMPACT,3.6,6.0,MT,휘발유,7.0,11.6,269.0
CHEVROLET,CAMARO,COMPACT,6.2,8.0,MT,고급유,6.7,10.1,292.0
CHEVROLET,CAMARO,COMPACT,6.2,8.0,MT,고급유,6.0,8.0,340.0
CHEVROLET,CORVETTE,TWO_SEATER,6.2,8.0,MT,고급유,7.3,12.2,258.0
CHEVROLET,CRUZE,MID_SIZE,1.4,4.0,MT,휘발유,11.0,15.9,179.0
CHEVROLET,CRUZE,MID_SIZE,1.8,4.0,MT,휘발유,10.5,15.4,189.0
CHEVROLET,CRUZE_ECO,MID_SIZE,1.4,4.0,MT,휘발유,11.9,17.9,163.0
CHEVROLET,ORLANDO,SUV ,2.4,4.0,MT,휘발유,8.5,12.0,235.0
CHEVROLET,SONIC,COMPACT,1.4,4.0,MT,휘발유,11.8,16.1,173.0
CHEVROLET,SONIC,COMPACT,1.8,4.0,MT,휘발유,11.2,14.9,182.0
CHEVROLET,SONIC,COMPACT,1.4,4.0,MT,휘발유,11.4,14.3,184.0
CHEVROLET,SONIC,MID_SIZE,1.4,4.0,MT,휘발유,11.8,16.1,172.0
CHEVROLET,SONIC,MID_SIZE,1.8,4.0,MT,휘발유,11.2,14.9,182.0
CHEVROLET,SONIC,MID_SIZE,1.4,4.0,MT,휘발유,11.4,14.3,184.0
CHEVROLET,SPARK,SUBCOMPACT,1.2,4.0,MT,휘발유,13.2,16.7,159.0
CHEVROLET,TRAX,SUV ,1.4,4.0,MT,휘발유,11.0,14.7,186.0
CHEVROLET,CAMARO,COMPACT,3.6,6.0,MT,휘발유,7.1,11.9,265.0
CHEVROLET,CAMARO,COMPACT,6.2,8.0,MT,고급유,6.7,10.1,292.0
CHEVROLET,CAMARO,COMPACT,6.2,8.0,MT,고급유,5.5,8.1,357.0
CHEVROLET,CAMARO,COMPACT,6.2,8.0,MT,고급유,6.0,8.1,338.0
CHEVROLET,COLORADO,PICKUP TRUCK ,2.5,4.0,MT,휘발유,8.2,11.0,248.0
CHEVROLET,CORVETTE,TWO_SEATER,6.2,8.0,MT,고급유,7.3,12.2,258.0
CHEVROLET,CORVETTE,TWO_SEATER,6.2,8.0,MT,고급유,6.4,9.4,308.0
CHEVROLET,CRUZE,MID_SIZE,1.4,4.0,MT,휘발유,11.1,16.1,179.0
CHEVROLET,CRUZE,MID_SIZE,1.8,4.0,MT,휘발유,10.6,15.2,186.0
CHEVROLET,CRUZE_ECO,MID_SIZE,1.4,4.0,MT,휘발유,11.9,17.9,163.0
CHEVROLET,SONIC,COMPACT,1.4,4.0,MT,휘발유,11.8,16.1,173.0
CHEVROLET,SONIC,COMPACT,1.8,4.0,MT,휘발유,11.1,14.7,184.0
CHEVROLET,SONIC,COMPACT,1.4,4.0,MT,휘발유,11.2,14.5,184.0
CHEVROLET,SONIC,MID_SIZE,1.4,4.0,MT,휘발유,11.8,16.1,173.0
CHEVROLET,SONIC,MID_SIZE,1.8,4.0,MT,휘발유,11.1,14.7,184.0
CHEVROLET,SONIC,MID_SIZE,1.4,4.0,MT,휘발유,11.2,14.5,184.0
CHEVROLET,SPARK,SUBCOMPACT,1.2,4.0,MT,휘발유,13.3,16.7,156.0
CHEVROLET,TRAX,SUV ,1.4,4.0,MT,휘발유,11.0,14.5,186.0
CHEVROLET,CAMARO,COMPACT,2.0,4.0,MT,고급유,8.8,12.7,229.0
CHEVROLET,CAMARO,COMPACT,3.6,6.0,MT,휘발유,7.6,11.5,261.0
CHEVROLET,CAMARO,COMPACT,6.2,8.0,MT,고급유,7.0,10.6,284.0
CHEVROLET,COLORADO,PICKUP TRUCK ,2.5,4.0,MT,휘발유,8.2,11.0,253.0
CHEVROLET,CORVETTE,TWO_SEATER,6.2,8.0,MT,고급유,7.3,12.2,263.0
CHEVROLET,CORVETTE,TWO_SEATER,6.2,8.0,MT,고급유,6.4,9.4,313.0
CHEVROLET,CRUZE,COMPACT,1.4,4.0,MT,휘발유,12.2,17.2,167.0
CHEVROLET,CRUZE,MID_SIZE,1.4,4.0,MT,휘발유,11.1,16.1,182.0
CHEVROLET,CRUZE,MID_SIZE,1.8,4.0,MT,휘발유,10.6,15.2,190.0
CHEVROLET,CRUZE_ECO,MID_SIZE,1.4,4.0,MT,휘발유,11.9,17.9,167.0
CHEVROLET,SONIC,COMPACT,1.4,4.0,MT,휘발유,11.8,16.1,175.0
CHEVROLET,SONIC,COMPACT,1.8,4.0,MT,휘발유,11.1,14.7,187.0
CHEVROLET,SONIC,COMPACT,1.4,4.0,MT,휘발유,11.2,14.3,189.0
CHEVROLET,SONIC,STATION WAGON ,1.4,4.0,MT,휘발유,11.8,16.1,175.0
CHEVROLET,SONIC,STATION WAGON ,1.8,4.0,MT,휘발유,11.1,14.7,187.0
CHEVROLET,SONIC,STATION WAGON ,1.4,4.0,MT,휘발유,11.2,14.3,189.0
CHEVROLET,SPARK,SUBCOMPACT,1.4,4.0,MT,휘발유,12.8,17.2,162.0
CHEVROLET,TRAX,SUV ,1.4,4.0,MT,휘발유,11.0,14.5,190.0
CHEVROLET,CAMARO,SUBCOMPACT,2.0,4.0,MT,고급유,8.4,12.5,236.0
CHEVROLET,CAMARO,SUBCOMPACT,3.6,6.0,MT,휘발유,6.9,11.9,274.0
CHEVROLET,CAMARO,SUBCOMPACT,6.2,8.0,MT,고급유,7.0,10.6,284.0
CHEVROLET,CAMARO,SUBCOMPACT,6.2,8.0,MT,고급유,5.8,8.3,349.0
CHEVROLET,COLORADO,PICKUP TRUCK ,2.5,4.0,MT,휘발유,8.2,10.9,254.0
CHEVROLET,CORVETTE,TWO_SEATER,6.2,8.0,MT,고급유,7.0,11.1,278.0
CHEVROLET,CORVETTE,TWO_SEATER,6.2,8.0,MT,고급유,6.4,9.4,312.0
CHEVROLET,CRUZE,COMPACT,1.4,4.0,MT,휘발유,12.0,16.7,170.0
CHEVROLET,CRUZE,COMPACT,1.6,4.0,MT,경유,13.0,22.2,169.0
CHEVROLET,CRUZE,COMPACT,1.4,4.0,MT,휘발유,12.0,15.6,173.0
CHEVROLET,SONIC,COMPACT,1.4,4.0,MT,휘발유,11.9,15.9,174.0
CHEVROLET,SONIC,COMPACT,1.8,4.0,MT,휘발유,10.9,14.1,194.0
CHEVROLET,SONIC,STATION WAGON ,1.4,4.0,MT,휘발유,11.9,15.9,174.0
CHEVROLET,SONIC,STATION WAGON ,1.8,4.0,MT,휘발유,10.9,14.1,194.0
CHEVROLET,SPARK,SUBCOMPACT,1.4,4.0,MT,휘발유,12.5,16.1,168.0
CHEVROLET,TRAX,SUV ,1.4,4.0,MT,휘발유,10.9,14.1,194.0
CHEVROLET,CAMARO,SUBCOMPACT,2.0,4.0,MT,고급유,8.4,12.7,235.0
CHEVROLET,CAMARO,SUBCOMPACT,3.6,6.0,MT,휘발유,6.9,11.9,274.0
CHEVROLET,CAMARO,SUBCOMPACT,6.2,8.0,MT,고급유,7.0,10.6,284.0
CHEVROLET,CAMARO,SUBCOMPACT,6.2,8.0,MT,고급유,5.8,8.3,348.0
CHEVROLET,COLORADO,PICKUP TRUCK ,2.5,4.0,MT,휘발유,8.4,10.9,251.0
CHEVROLET,CORVETTE,TWO_SEATER,6.2,8.0,MT,고급유,7.0,11.1,278.0
CHEVROLET,CORVETTE,TWO_SEATER,6.2,8.0,MT,고급유,6.4,9.4,312.0
CHEVROLET,CRUZE,COMPACT,1.4,4.0,MT,휘발유,11.6,17.2,172.0
CHEVROLET,CRUZE,COMPACT,1.6,4.0,MT,경유,12.8,21.7,170.0
CHEVROLET,CRUZE,MID_SIZE,1.4,4.0,MT,휘발유,11.6,16.1,175.0
CHEVROLET,CRUZE,MID_SIZE,1.6,4.0,MT,경유,12.3,20.4,180.0
CHEVROLET,SONIC,COMPACT,1.4,4.0,MT,휘발유,11.9,15.9,174.0
CHEVROLET,SONIC,COMPACT,1.8,4.0,MT,휘발유,10.9,14.7,190.0
CHEVROLET,SONIC,STATION WAGON ,1.4,4.0,MT,휘발유,11.9,15.9,174.0
CHEVROLET,SONIC,STATION WAGON ,1.8,4.0,MT,휘발유,10.9,14.7,190.0
CHEVROLET,SPARK,SUBCOMPACT,1.4,4.0,MT,휘발유,12.5,16.7,166.0
CHEVROLET,TRAX,SUV ,1.4,4.0,MT,휘발유,10.9,14.1,194.0
CHEVROLET,CAMARO,SUBCOMPACT,2.0,4.0,MT,고급유,8.4,12.7,235.0
CHEVROLET,CAMARO,SUBCOMPACT,3.6,6.0,MT,휘발유,7.0,11.4,277.0
CHEVROLET,CAMARO,SUBCOMPACT,6.2,8.0,MT,고급유,6.7,10.1,297.0
CHEVROLET,CAMARO,SUBCOMPACT,6.2,8.0,MT,고급유,5.8,8.3,349.0
CHEVROLET,COLORADO,PICKUP TRUCK ,2.5,4.0,MT,휘발유,8.4,10.9,251.0
CHEVROLET,CORVETTE,TWO_SEATER,6.2,8.0,MT,고급유,6.8,10.8,286.0
CHEVROLET,CORVETTE,TWO_SEATER,6.2,8.0,MT,고급유,6.3,9.4,318.0
CHEVROLET,CORVETTE,TWO_SEATER,6.2,8.0,MT,고급유,5.5,8.0,368.0
CHEVROLET,SPARK,SUBCOMPACT,1.4,4.0,MT,휘발유,12.5,16.1,170.0
CHEVROLET,TRAX,SUV ,1.4,4.0,MT,휘발유,10.6,14.5,194.0
CHEVROLET,CAMARO,SUBCOMPACT,2.0,4.0,MT,고급유,8.4,12.7,235.0
CHEVROLET,CAMARO,SUBCOMPACT,3.6,6.0,MT,휘발유,7.0,11.1,280.0
CHEVROLET,CAMARO,SUBCOMPACT,6.2,8.0,MT,고급유,6.7,10.1,296.0
CHEVROLET,CAMARO,SUBCOMPACT,6.2,8.0,MT,고급유,5.8,8.3,349.0
CHEVROLET,SPARK,SUBCOMPACT,1.4,4.0,MT,휘발유,12.5,16.1,170.0
GENESIS,G70,COMPACT,2.0,4.0,MT,고급유,7.8,11.8,255.0
GENESIS,G70,COMPACT,2.0,4.0,MT,고급유,7.8,11.8,255.0
GMC,CANYON,PICKUP TRUCK ,2.5,4.0,MT,휘발유,8.2,11.0,248.0
GMC,CANYON,PICKUP TRUCK ,2.5,4.0,MT,휘발유,8.2,11.0,253.0
GMC,CANYON,PICKUP TRUCK ,2.5,4.0,MT,휘발유,8.2,10.9,254.0
GMC,CANYON,PICKUP TRUCK ,2.5,4.0,MT,휘발유,8.4,10.9,251.0
GMC,CANYON,PICKUP TRUCK ,2.5,4.0,MT,휘발유,8.4,10.9,251.0
HONDA,ACCORD,MID_SIZE,2.4,4.0,MT,휘발유,9.9,14.5,200.0
HONDA,ACCORD,MID_SIZE,3.5,6.0,MT,휘발유,7.7,11.9,251.0
HONDA,CIVIC,COMPACT,1.8,4.0,MT,휘발유,11.8,15.2,175.0
HONDA,CR-Z,TWO_SEATER,1.5,4.0,MT,휘발유,13.2,16.4,159.0
HONDA,FIT,STATION WAGON ,1.5,4.0,MT,휘발유,12.0,14.5,177.0
HONDA,ACCORD,MID_SIZE,2.4,4.0,MT,휘발유,9.9,14.5,200.0
HONDA,ACCORD,MID_SIZE,3.5,6.0,MT,휘발유,7.7,11.9,251.0
HONDA,CIVIC,COMPACT,1.8,4.0,MT,휘발유,11.6,15.2,177.0
HONDA,CIVIC,COMPACT,2.4,4.0,MT,고급유,9.3,13.2,216.0
HONDA,CR-Z,TWO_SEATER,1.5,4.0,MT,휘발유,13.2,16.4,159.0
HONDA,FIT,STATION WAGON ,1.5,4.0,MT,휘발유,12.3,15.6,168.0
HONDA,ACCORD,MID_SIZE,2.4,4.0,MT,휘발유,9.7,13.9,207.0
HONDA,ACCORD,MID_SIZE,3.5,6.0,MT,휘발유,7.8,12.0,253.0
HONDA,CIVIC,COMPACT,2.0,4.0,MT,휘발유,11.2,16.4,179.0
HONDA,CIVIC,MID_SIZE,2.0,4.0,MT,휘발유,11.4,16.9,176.0
HONDA,CR-Z,TWO_SEATER,1.5,4.0,MT,휘발유,12.7,15.4,169.0
HONDA,FIT,STATION WAGON ,1.5,4.0,MT,휘발유,12.3,15.6,171.0
HONDA,HR-V,SUV ,1.8,4.0,MT,휘발유,10.8,14.3,193.0
HONDA,ACCORD,MID_SIZE,2.4,4.0,MT,휘발유,9.6,13.5,210.0
HONDA,ACCORD,MID_SIZE,3.5,6.0,MT,휘발유,7.8,11.9,254.0
HONDA,CIVIC,COMPACT,1.5,4.0,MT,휘발유,13.0,17.5,159.0
HONDA,CIVIC,COMPACT,2.0,4.0,MT,휘발유,11.8,16.4,173.0
HONDA,CIVIC,MID_SIZE,2.0,4.0,MT,휘발유,11.8,16.7,172.0
HONDA,CIVIC,FULL_SIZE,1.5,4.0,MT,휘발유,12.5,16.1,167.0
HONDA,CIVIC,FULL_SIZE,1.5,4.0,MT,고급유,12.5,16.1,167.0
HONDA,FIT,STATION WAGON ,1.5,4.0,MT,휘발유,12.3,15.2,174.0
HONDA,HR-V,STATION WAGON ,1.8,4.0,MT,휘발유,10.6,14.1,195.0
HONDA,ACCORD,FULL_SIZE,1.5,4.0,MT,휘발유,11.2,14.9,185.0
HONDA,ACCORD,FULL_SIZE,2.0,4.0,MT,휘발유,9.3,13.7,214.0
HONDA,CIVIC,COMPACT,1.5,4.0,MT,휘발유,13.0,17.5,158.0
HONDA,CIVIC,COMPACT,2.0,4.0,MT,휘발유,11.8,16.4,173.0
HONDA,CIVIC,COMPACT,1.5,4.0,MT,고급유,11.9,16.1,173.0
HONDA,CIVIC,FULL_SIZE,1.5,4.0,MT,휘발유,12.5,16.1,167.0
HONDA,CIVIC,FULL_SIZE,1.5,4.0,MT,고급유,12.5,16.1,167.0
HONDA,CIVIC,MID_SIZE,2.0,4.0,MT,휘발유,11.8,16.7,172.0
HONDA,CIVIC,MID_SIZE,1.5,4.0,MT,고급유,11.9,16.1,173.0
HONDA,CIVIC,FULL_SIZE,2.0,4.0,MT,고급유,9.4,12.0,224.0
HONDA,FIT,STATION WAGON ,1.5,4.0,MT,휘발유,12.3,15.2,174.0
HONDA,HR-V,STATION WAGON ,1.8,4.0,MT,휘발유,10.6,14.1,195.0
HONDA,ACCORD,FULL_SIZE,1.5,4.0,MT,휘발유,11.2,14.9,185.0
HONDA,ACCORD,FULL_SIZE,2.0,4.0,MT,휘발유,9.3,13.7,214.0
HONDA,CIVIC,COMPACT,2.0,4.0,MT,휘발유,10.8,14.9,189.0
HONDA,CIVIC,COMPACT,1.5,4.0,MT,고급유,11.9,16.1,173.0
HONDA,CIVIC,FULL_SIZE,1.5,4.0,MT,휘발유,12.5,16.1,167.0
HONDA,CIVIC,FULL_SIZE,1.5,4.0,MT,고급유,12.5,16.1,167.0
HONDA,CIVIC,MID_SIZE,2.0,4.0,MT,휘발유,10.8,15.4,186.0
HONDA,CIVIC,MID_SIZE,1.5,4.0,MT,고급유,11.9,16.1,173.0
HONDA,CIVIC,FULL_SIZE,2.0,4.0,MT,고급유,9.4,12.0,224.0
HONDA,FIT,STATION WAGON ,1.5,4.0,MT,휘발유,12.3,15.2,174.0
HONDA,ACCORD,FULL_SIZE,1.5,4.0,MT,휘발유,11.2,14.9,185.0
HONDA,ACCORD,FULL_SIZE,2.0,4.0,MT,휘발유,9.3,13.7,214.0
HONDA,CIVIC,COMPACT,2.0,4.0,MT,휘발유,10.8,14.9,189.0
HONDA,CIVIC,COMPACT,1.5,4.0,MT,고급유,11.2,15.6,183.0
HONDA,CIVIC,FULL_SIZE,1.5,4.0,MT,휘발유,12.5,16.1,167.0
HONDA,CIVIC,FULL_SIZE,1.5,4.0,MT,고급유,12.5,16.1,167.0
HONDA,CIVIC,MID_SIZE,2.0,4.0,MT,휘발유,10.8,15.4,186.0
HONDA,CIVIC,MID_SIZE,1.5,4.0,MT,고급유,11.2,15.6,183.0
HONDA,CIVIC,FULL_SIZE,2.0,4.0,MT,고급유,9.5,11.9,223.0
HONDA,FIT,STATION WAGON ,1.5,4.0,MT,휘발유,12.3,15.2,174.0
HYUNDAI,ACCENT,COMPACT,1.6,4.0,MT,휘발유,11.5,15.6,177.0
HYUNDAI,ELANTRA,MID_SIZE,2.0,4.0,MT,휘발유,10.2,14.3,196.0
HYUNDAI,TUCSON,SUV ,2.0,4.0,MT,휘발유,8.8,11.6,232.0
HYUNDAI,VELOSTER,COMPACT,1.6,4.0,MT,휘발유,11.0,14.9,184.0
HYUNDAI,VELOSTER,COMPACT,1.6,4.0,MT,휘발유,10.3,14.1,196.0
HYUNDAI,ACCENT,COMPACT,1.6,4.0,MT,휘발유,11.5,15.9,175.0
HYUNDAI,ELANTRA,MID_SIZE,1.8,4.0,MT,휘발유,11.4,15.6,177.0
HYUNDAI,ELANTRA,MID_SIZE,2.0,4.0,MT,휘발유,10.3,14.9,191.0
HYUNDAI,ELANTRA,MID_SIZE,2.0,4.0,MT,휘발유,10.2,14.5,196.0
HYUNDAI,GENESIS,SUBCOMPACT,3.8,6.0,MT,고급유,6.9,10.1,285.0
HYUNDAI,TUCSON,SUV ,2.0,4.0,MT,휘발유,8.8,11.8,232.0
HYUNDAI,VELOSTER,COMPACT,1.6,4.0,MT,휘발유,11.1,14.9,184.0
HYUNDAI,VELOSTER,COMPACT,1.6,4.0,MT,휘발유,10.3,14.3,196.0
HYUNDAI,ACCENT,COMPACT,1.6,4.0,MT,휘발유,11.5,15.9,176.0
